No te acerques demasiado a ese coche.	Don't get too close to that car.
Mira atrás antes de cambiar de carril.	Look back before changing lanes.
Tengo que mantener a mi familia.	I have to support my family.
Me cuesta llegar a fin de mes.	I have trouble making ends meet.
Me castigan por cada error que cometo.	They punish me for every mistake I make.
Más vale tarde que nunca.	It's better late than never.
Más vale pájaro en mano que ciento volando.	A bird in the hand's worth two in the bush.
Por mucho que trabajes, no te subirán el sueldo.	No matter how hard you work, they won't raise your salary.
Dale la vuelta.	Turn it over.
Humedece el sello antes de pegarlo.	Moisten the stamp before sticking it on.
Sigue de frente.	Keep going straight.
Cuando yo vuelva, tendré tiempo de sobra.	When I come back, I'll have plenty of time.
Me siento mareado. (vértigo)	I feel dizzy.
Tengo el estómago revuelto.	I have an upset stomach.
Creo que voy a devolver.	I think I'm going to throw up.
Toma un sorbo de esto.	Have a sip of this.
Descuida, no quiero envenenarte.	Don't worry; I don't want to poison you.
Diles que le digan que venga aquí.	Tell them to tell him to come here.
Les dije que le dijeran que viniera aquí.	I told them to tell him to come here.
Pues no ha venido.	Well, he hasn't come.
Por lo visto no se lo dijeron.	Apparently they didn't tell him.
Estamos metidos en un buen lío.	We're in trouble.
Venga, no es para tanto.	Come on, it's not that bad.
Eso es lo que tú te crees.	That's what you think.
Eres un caso perdido.	You're a lost cause.
Al contrario, soy un realista.	On the contrary, I'm a realist.
Siempre ves el lado malo de las cosas.	You only see the bad side of things.
Lo siento, pero así soy.	I'm sorry but that's the way I am.
Anda, anímate.	Come on, cheer up.
Todo saldrá bien, ya verás.	Everything will turn out fine, you'll see.
Si hubieras venido, habríamos ganado.	I you had come, we would've won.
El ganar no es lo más importante.	Winning's not the most important thing.
Pero es mejor que perder.	But it's better than losing.
Les venceremos.	We'll defeat them.
No tienen salida.	They have no escape.
Están atrapados.	They're trapped.
No hay ninguna forma de que puedan ganar.	There's no way they can win.
Nuestros jugadores son mejores que los de ellos.	Our players are better than theirs.
¡No me digas!	You don't say!
Siempre te estás quejando.	You're always complaining.
Todo el mundo trata de complacerte.	Everyone tries to please you.
Agradezco todo lo que habéis hecho.	I appreciate everything you've done.
No sé lo que habría hecho si no hubiera sido por vuestra ayuda.	I don't know what I would've done if it hadn't been for your help.
Todo saldrá bien, ya verás.	Everything will turn out fine, you'll see.
Los espantapájaros no espantan a los pájaros.	Scarecrows don't scare away the birds.
El mío sí.	Mine does.
¿Por qué el tuyo sí?	Why does yours?
Porque se basa en una nueva tecnología.	Because it's based on a new technology.
¿Qué clase de tecnología es esa?	What kind of technology is that?
Ato a mi hijo mayor al poste.	I tie my older son to the post.
¿Y los pájaros le toman en serio?	And the birds take him seriously?
Le toman muy en serio.	They take him very seriously.
¿Qué hace?	What does he do?
Les dispara con una escopeta.	He shoots at them with a shotgun.
La luna influye en las mareas.	The moon influences the tides.
El consejo de administración aprobó el nuevo presupuesto.	The board of directors approved the new budget.
Las previsiones de ventas son buenas.	The sales forecasts are good.
Nos vamos a forrar.	We're going to make a killing.
Me duele la muela.	I have toothache.
Me duele la garganta.	I have a sore throat.
¡Cuidado!	Look out!
Menos mal que te agachaste.	It's a good thing you ducked.
¿Tenía que haberme agachado?	Was I supposed to have ducked?
Fallaron por un pelo.	They missed by a hair.
La echo mucho de menos.	I miss her very much.
No puedo continuar sin ella.	I can't go on without her.
Ella es mi inspiración.	She's my inspiration.
Él no puede guardar un secreto.	He can't keep a secret.
Es un bocazas.	He's a big mouth.
Nadie le aguanta.	Nobody can stand him.
Se comporta como un niño.	He behaves like a child.
Tiene rabietas cuando no consigue lo que quiere.	He has tantrums when he doesn't get what he wants.
Tiene un tornillo flojo.	He has a screw loose.
Pierde los estribos a menudo.	He loses his temper often.
Algunas personas le tienen miedo.	Some people are afraid of him.
Le gusta intimidar a la gente.	He likes to intimidate people.
Siempre se sale con la suya.	He always gets his way.
Es un pesado.	He's a pain in the neck.
Algún día le echarán de aquí.	Someday they'll kick him out of here.
No preveo ningún problema.	I don't foresee any problems.
No podemos subir el ancla.	We can't raise the anchor.
Se rompió la cuerda.	The rope broke.
Abrocha tu cinturón de seguridad.	Fasten your seat belt.
Le cogieron con las manos en la masa.	They caught him red-handed.
Pagaron por sus pecados.	They paid for their sins.
Reconozco que no hice un esfuerzo.	I admit I didn't make an effort.
Le castigaron con un látigo.	They punished him with a whip.
No juzgues el libro por la cubierta.	Don't judge a book by its cover.
Más vale prevenir que curar.	It's better to be safe than sorry.
Prefiero los dibujos animados a esto.	I prefer cartoons to this.
Esos colores no casan.	Those colours don't match.
Están avergonzados de tu comportamiento.	They're ashamed of your behaviour.
Se sienten muy decepcionados.	They feel very disappointed.
Usaste un lenguaje muy ofensivo.	You used very offensive language.
¿Sabes medir la altura de un edificio?	Do you know how to measure the height of a building?
¿Sabes medirla con un barómetro?	Do you know how to measure it with a barometer?
Claro que sé hacerlo.	Of course I know how to do it.
Primero voy a la casa del arquitecto.	First I go to the architect's house.
Después le digo lo siguiente:	Then I tell him the following:
Si me dice usted la altura de su edificio, le daré este bonito barómetro.	If you tell me the height of your building, I'll give you this pretty barometer.
No seas gracioso.	Don't be funny.
¿Se te ocurre una forma mejor?	Does a better way occur to you?
Entonces no me hagas preguntas tontas.	Then don't ask me silly questions.
Frótalo con algodón.	Rub it with cotton.
¿Dónde voy a encontrar algodón?	Where am I going to find cotton?
Mira en el botiquín.	Look in the first-aid kit.
Lo encontrarás en el estante superior.	You'll find it on the top shelf.
No lo puedo alcanzar.	I can't reach it.
Súbete a esta silla.	Get on this chair.
Lo haré si me la sujetas.	I'll do it if you hold it for me.
Tienes miedo de tu propia sombra.	You're afraid of your own shadow.
Hay una grieta en el hormigón.	There's a crack in the concrete.
El hormigón es una mezcla de arena y cemento.	Concrete is a mixture of sand and cement.
Creo que me estoy enamorando.	I think I'm falling in love.
No me hagas reír.	Don't make me laugh.
En serio, nunca me he sentido así.	Seriously, I've never felt this way.
No eres capaz de amar a nadie.	You're not capable of loving anyone.
¡Muchas gracias! Eres una gran ayuda.	Thanks a lot! You're a big help.
Eres incapaz de sentir emoción.	You're incapable of feeling emotion.
Eso es lo último que esperaba oír de ti.	That's the last thing I expected to hear from you.
¿Cómo van las cosas con María?	How are things going with Mary?
Hemos roto.	We've broken up.
Ella cree que no soy lo suficientemente inteligente.	She thinks I'm not intelligent enough.
Tiene razón.	She's right.
Así que estás de acuerdo con ella.	So you agree with her.
Bueno, digamos que no eres un genio.	Well, let's say you're not a genius.
Tú tampoco.	Neither are you.
Pero al menos lo reconozco.	But at least I admit it.
Sé cuáles son mis limitaciones.	I know what my limitations are.
¿Qué opinas de esta situación?	What do you think about this situation?
¿Qué quieres que diga?	What do you want me to say?
Lo que sea.	Anything.
Creo que no vale la pena.	I don't think it's worth it.
O sea, no lo deberíamos hacer.	In other words, we shouldn't do it.
Creo que sería demasiado arriesgado.	I think it would be too risky.
Nada arriesgado, nada ganado.	Nothing ventured, nothing gained.
Sí, pero en este caso, el riesgo es alto.	Yes, but in this case, the stakes are high.
Puede que tengas razón.	You may be right.
¿Cuánto vais a invertir en el proyecto?	How much are you going to invest in the project?
Todos nuestros ahorros.	All our savings.
¿Y si fracasáis?	And if you fail?
Es imposible que fracasemos.	It's impossible for us to fail.
¿Cuál es vuestro secreto para el éxito?	What's your secret for success?
Somos muy trabajadores.	We're very hard-working.
Hace falta más que eso.	It takes more than that.
Hace falta perseverancia.	It takes perseverance.
Hace falta pericia.	It takes expertise.
Hace falta fuerza de voluntad.	It takes will-power.
Y hace falta un poco de suerte.	And it takes a little bit of luck.
No necesitamos nada de eso.	We don't need any of that.
Entonces, ¿cómo vais a tener éxito?	Then how are you going to succeed?
Tenemos un producto que se vende solo.	We have a product that sells itself.
Es una loción para calvos.	It's a potion for bald people.
Hace que el pelo crezca un centímetro a la semana.	It makes hair grow a centimetre a week.
Ya tenemos un pedido de China.	We already have an order from China.
Tenemos que enviar un millón de frascos para dentro de un mes.	We have to ship a million bottles within a month.
¿Los tenéis en stock?	Do you have them in stock?
No los hemos empezado a fabricar aún.	We haven't started producing them yet.
¡Estáis locos! ¿Cómo vais a fabricarlos?	You're crazy! How are you going to produce them?
Por eso te he llamado.	That's why I called you.
¿Qué tengo yo que ver con esto?	What do I have to do with this?
Pensé que a lo mejor querrías ayudarnos.	I thought you might want to help us.
¿Ayudaros a hacer qué?	Help you do what?
A financiar la producción.	To finance the production.
¿Desde cuándo soy yo un banco?	Since when am I a bank?
Pero tienes mucho dinero.	But you have a lot of money.
Pero no para tus ideas locas.	But not for your crazy ideas.
¿Sabes cuántos chinos son calvos?	Do you know how many Chinese people are bald?
340 millones de chinos querrán nuestro producto.	340 million Chinese people will want our product.
Multiplica eso por tres dólares por frasco.	Multiply that by three dollars a bottle.
¿Cuánto dinero crees que necesitaréis?	How much money do you think you'll need?
Ochenta mil pavos.	Eighty thousand bucks / quid.
Bueno, veré lo que puedo hacer.	Well, I'll see what I can do.
¡Pero estás forrado!	But you're filthy rich!
Puedes conseguir el dinero en una hora.	You can get the money in an hour.
¡Oye, el dinero no crece en los árboles!	Hey, money doesn't grow on trees!
Tengo que consultarlo con mi asesor fiscal.	I have to consult my tax advisor.
¿Qué tiene él que ver con esto?	What does he have to do with this?
No puedo darte ochenta mil pavos así por las buenas.	I can't give you eighty thousand bucks / quid just like that.
¿Cómo te sientes siendo millonario?	How does it feel to be a millionaire?
Igual que siempre.	I feel the same as always.
Creí que tendría más tiempo libre.	I thought I'd have more free time.
¿Te das cuenta ahora?	Now do you realize / realise?
Los ricos tienen problemas también.	Rich people have problems too.
Pero es mejor que ser pobre.	But it's better than being poor.
Tal vez, pero no estoy tan seguro.	Maybe so, but I'm not so sure.
Has tenido mucho éxito.	You've been very successful.
Ahora que eres rico y famoso, ¿qué vas a hacer con tu vida?	Now that you're rich and famous, what are you going to do with your life?
Voy a realizar todos mis sueños.	I'm going to fulfil all my dreams.
No pierdas tu sentido de la orientación.	Don't lose your sense of direction.
El pavimento está resbaladizo.	The floor is slippery.
Te puedes resbalar fácilmente.	You can slip easily.
Besaos y haced las paces.	Kiss and make up.
Ella lleva mucho maquillaje.	She wears a lot of makeup.
¿Cómo puedo compensar lo que hice?	How can I make up for what I did?
Ésta es una clase de recuperación.	This is a makeup class
Él inventó una historia.	He made up a story.
Decídete.	Make up your mind.
El comité está compuesto por tres personas.	The committee is made up of three people.
Tengo que recuperar el tiempo perdido.	I have to make up for lost time.
¿Cómo te lo puedo compensar?	How can I make it up to you?
Confeccionemos una lista de temas.	Let's make up a list of subjects.
Estoy completamente desmoralizado.	I'm completely demoralised.
¿Qué ocurre?	What's the matter?
Creí que tenía el inglés dominado.	I thought I had mastered English.
Todavía tienes mucho camino por recorrer.	You still have a long way to go.
Sobre todo con verbos y preposiciones.	Especially with verbs and prepositions.
No sabía que "make up" tenía tantos usos.	I didn't know "make up" had so many uses.
Verás que hay centenares de ejemplos como ese.	You'll see that there are hundreds of examples like that one.
Me rindo.	I give up.
Te dije que iba a ser difícil.	I told you it was going to be difficult.
Me dijiste que querías un reto.	You told me you wanted a challenge.
Te lo advertí.	I warned you (about it).
Sabías que no sería un lecho de rosas.	You knew it wouldn't be a bed of roses.
Aprender un idioma requiere sangre, sudor y lágrimas.	Learning a language requires blood, sweat and tears.
Tienes que estar encima de todo.	You have to be on top of everything.
No puedes bajar la guardia.	You can't lower your guard.
Tienes que demostrar agilidad mental.	You have to show mental agility.
No sé si estoy por la labor.	I don't know if I'm up to the task.
Anda, anímate. No te desanimes.	Come on, cheer up! Don't get discouraged.
¡Pero hay tanto que aprender!	But there's so much to learn!
No lograrás nada si abandonas ahora.	You won't accomplish anything if you give up now.
¿De verdad crees que soy capaz de aprender todas estas cosas?	Do you really think I'm capable of learning all these things?
Por supuesto que sí.	Of course I do.
Entonces sigamos adelante.	Then let's move on.
Ahora es la hora de la verdad.	Now is the moment of truth.
No quiero volver a verte desmoralizado.	I don't want to see you demoralised again.
Tienes mi palabra.	You have my word.
Bueno, pues allá vamos...	Well then, here we go...
Guarda tus juguetes.	Put away your toys.
Te guardaré una copia.	I'll save a copy for you.
Apaga la vela.	Blow out the candle.
Tuve un reventón camino de la oficina.	I had a blowout on the way to work.
Intentaron volar el puente.	They tried to blow up the bridge.
Estoy cansado de inflar globos.	I'm tired of blowing up balloons.
Suénate.	Blow your nose.
Fue un golpe bajo.	It was a low blow.
Tocaron el silbato.	They blew the whistle.
Ganábamos por diez puntos y en el último minuto lo fastidiamos.	We were winning by ten points and in the last minute we blew it.
Él perdió los estribos.	He blew his top.
El viento derribó el muro.	The wind blew down the wall.
El viento lo derribó.	The wind blew it down.
No te preocupes, ella solo está desfogándose.	Don't worry, she's only blowing off steam.
La tormenta pasó sin descargar.	The storm blew over.
Apaga la luz.	Turn off the light.
Apaga el incendio.	Put out the fire.
¡Tiempo!	Time out!
¿Qué pasa?	What's the matter?
Déjame descansar un minuto.	Let me rest for a minute.
Esos verbos me están volviendo loco.	Those verbs are driving me crazy.
¡Anda, no es para tanto!	Come on, it's not that bad!
Pareces disfrutar torturándome.	You seem to enjoy torturing me.
Tomemos un descanso.	Let's take a break.
Relájate.	Relax.
¿Por qué no te quitas esos horribles pendientes?	Why don't you take off those horrible earrings?
Estás mejor sin ellos.	You look better without them.
Pareces cansada.	You look tired.
¿Quieres que te traiga algo de beber?	Do you want me to bring you something to drink?
Estoy bien, pero me pica la espalda.	I'm okay, but my back itches.
Te la rascaré si quieres.	I'll scratch it for you if you want.
¿Dónde te pica?	Where does it itch?
Un poco más abajo.	A little lower.
¡Oye, he dicho un poco más abajo!	Hey! I said a little lower.
No te pongas chulo conmigo.	Don't get fresh with me.
Pero ¿no te gusta que te rasque la espalda?	But don't you like me to scratch your back?
Bueno, sigue, pero contrólate.	Okay, go on, but control yourself.
¿Qué tal así?	How's that?
Me das escalofríos.	You give me the shivers.
Así que te gusta.	So, you like it.
No estoy hecho de piedra.	I'm not made of stone.
Bueno, es hora de volver a la lección.	Well, it's time to get back to the lesson.
No me apetece estudiar ahora.	I don't feel like studying now.
¿Qué te apetece hacer?	What do you feel like doing?
Quiero que sigas rascándome la espalda.	I want you to go on scratching my back.
Te estás poniendo rojo.	You're blushing / turning red.
¿Qué esperas?	What do you expect?
¿Volvemos a la lección?	Shall we get back to the lesson?
Cállate tonto, y sigue rascando.	Shut up silly and keep scratching.
Tienes la camiseta puesta al revés.	You have your T-shirt on backwards.
Quítatela.	Take it off.
Póntela de esta manera.	Put it on this way.
Se supone que la llevas de esta forma.	You're supposed to wear it this way.
Menos mal que te diste cuenta.	It's a good thing you realised.
Soy muy observador.	I'm very observant.
Presto atención a los detalles.	I pay attention to details.
¿Has puesto el despertador?	Have you set the alarm clock?
¿A qué hora sonará?	What time will it go off?
Se me pegaron las sábanas esta mañana.	I overslept this morning.
No puedes permitirte el lujo de que - darte dormido.	You can't afford to oversleep.
No soporto madrugar.	I can't stand getting up early.
Me cuesta horrores levantarme.	I have a terrible time getting up.
Tardo una hora en despejarme la cabeza.	It takes me an hour to clear my head.
Dejo el despertador en el baño.	I leave the alarm clock in the bathroom.
Eso me obliga a levantarme para apagarlo.	That forces me to get up to turn it off.
No soporto cuando suena.	I can't stand it when it goes off.
Es un sonido que me vuelve loco.	It's a sound that drives my crazy.
¿Sigues buscando un empleo?	Are you still looking for a job?
Lo he dejado.	I've given up.
¿Cómo piensas mantener a tu familia?	How do you plan to support your family?
Viviré del sueldo de mi mujer.	I'll live off my wife's salary.
¿Qué opina ella de eso?	What does she think about that?
No hablemos de mi mujer.	Let's not talk about my wife.
Estoy harto de la vida de casado.	I'm sick of married life.
No lo aguanto.	I can't stand it.
Ella cree que me puede dar órdenes.	She thinks she can order me around.
¿Quién se cree que es?	Who does she think she is?
Le voy a dar un escarmiento.	I'm going to teach her a lesson.
Pero es ella quien te mantiene.	But she's the one who supports you.
Así es como debe ser.	That's as it should be.
Llevo a los niños al colegio.	I take the children to school.
Hago las tareas domésticas.	I do the housework.
Ayudo a los niños con sus deberes.	I help the kids with their homework.
Trabajo más ahora que antes.	I work harder now than before.
Antes trabajaba ocho horas al día.	I used to work eight hours a day.
Ahora nunca paro.	Now, I never stop.
Incluso limpio la bañera.	I even clean the bathtub.
Es un trabajo interminable.	It's a never-ending job.
En cuanto terminas una cosa tienes que empezar con otra.	As soon as you finish one thing, you have to start on something else.
Al final del día estoy completamente agotado.	At the end of the day, I'm completely exhausted.
No tengo ganas de hacer nada.	I don't feel like doing anything.
Los niños dejan todo en el suelo.	The kids leave everything on the floor.
Tengo que recoger detrás de ellos.	I have to pick up after them.
La mitad de las veces mi mujer llega a casa de mal humor.	Half the time my wife gets home in a bad mood.
Tiene la cara de pedirme que haga la cena.	She has the nerve to ask me to make dinner.
Menos mal que soy un pésimo cocinero.	It's a good thing I'm a lousy cook.
Si no, tendría que hacer la cena todas las noches.	Otherwise, I'd have to make dinner every night.
Tenéis los papeles invertidos.	Your roles are reversed.
La vida de un ama de casa es pesada.	A housewife's job is a pain in the neck.
Vayamos a dar un paseo.	Let's go out for a walk.
Me apetece tomar un poco de aire fresco.	I feel like getting a little fresh air.
¿Quieres acompañarme?	Would you like to come with me?
Cámbiate de zapatos.	Change your shoes.
Esos zapatos están algo gastados.	Those shoes are a little worn out.
Pero los otros me hacen daño en los pies.	But the other ones hurt my feet.
Entonces ponte las playeras.	Then put on your tennis shoes.
Los cordones están rotos.	The shoelaces are broken.
Te compré unos nuevos. ¿No te acuerdas?	I bought you some new ones. Don't you remember?
¿Dónde los escondiste?	Where did you hide them?
Están en el cajón superior de tu mesilla.	They're in the top drawer of your night table / bedside table.
Están encima de la caja donde están los pasaportes.	They're on top of the box where the passports are.
Pues no los veo.	Well, I can't see them.
Están delante de tus narices.	They're right in front of you.
Pero estos cordones son para zapatos de vestir.	But these laces are for dress shoes.
Mira debajo del álbum de fotos.	Look under the photo album.
¿Son estos?	Are these the ones?
Son para playeras, ¿no?	They're for tennis shoes, aren't they?
Pero estos cordones son para niños.	But these shoe laces are for children.
¿Qué quieres decir para niños?	What do you mean for children?
Tienen diminutas barras y estrellas.	They have tiny stars and stripes.
Bueno, póntelos de todas formas.	Well, put them on anyway.
¿Estás loco? Van a pensar que soy pro-americano.	Are you crazy? They're going to think I'm pro-American.
¿No lo eres?	Aren't you?
No hasta ese extremo.	Not to that extreme.
Entonces iré de paseo yo solo.	Then I'll go for a walk by myself.
Nunca quieres salir conmigo.	You never want to go out with me.
Siempre estás buscando excusas para no hacer nada.	You're always looking for excuses not to do anything.
Te estás volviendo perezosa.	You're becoming lazy.
Antes hacíamos todo juntos.	We used to do everything together.
Ahora ni siquiera me hablas.	Now you don't even talk to me.
Siempre pareces cansada e irritable.	You always seem tired and irritable.
Ya no parece gustarte nada.	You don't seem to like anything any more.
¿Por qué no te callas?	Why don't you shut up?
Siempre te estás metiendo conmigo.	You're always picking on me.
No sé lo qué me pasa.	I don't know what the matter with me is.
No quiero discutir contigo.	I don't want to argue with you.
Por cierto, ¿hablaste con tu jefe?	By the way, did you speak to your boss?
¿Sobre qué?	About what?
¿No le ibas a pedir un aumento?	Weren't you going to ask him for a raise / rise?
Es una pérdida de tiempo.	It's a waste of time.
Se están aprovechando de ti.	They're taking advantage of you.
No quiero hablar de eso ahora.	I don't want to talk about that now.
Entonces, ¿cuándo vamos a hablar de ello?	Then when are we going to talk about it?
Mira, déjame en paz, ¿quieres?	Look, leave me alone, will you?
Vale, si te empeñas.	Okay, if you insist.
Puede que vuelva un poco tarde.	I may be back a little late.
Tengo que pasar por la casa de David.	I have to drop by David's house.
Si tienes hambre, recalienta la pizza de anoche.	If you're hungry, heat up the pizza from last night.
Daré recuerdos tuyos a David.	I'll give your regards to David.
Ha llegado la hora de tomar una decisión.	The time has come to make a decision.
Ojalá tuviéramos más información.	I wish we had more information.
Eso no cambiaría la situación.	That wouldn't change the situation.
Al menos nos sentiríamos más tranquilos.	At least we'd feel more reassured.
La vida está llena de riesgos.	Life is full of risks.
Es más arriesgado no tomar una decisión.	It's riskier not to make a decision.
Quizá tengas razón.	You may be right.
Confía en mí..., sé lo que digo.	Trust me... I know what I'm saying.
Todo saldrá bien.	Everything will turn out okay.
No puedo evitar pensar en los niños.	I can't help thinking about the kids / children.
Son todavía pequeños..., se adaptarán.	They're still little... they'll adapt.
Nunca pensé que llegaríamos a esto.	I never thought we'd come to this.
Deberíamos haber seguido el consejo de mi padre.	We should've followed my father's advice.
Deberíamos haber vendido la casa.	We should've sold the house.
Deberías haberle pedido perdón.	You should've apologized / apologised to him.
Heriste sus sentimientos.	You hurt his feelings.
Nos hubiera ayudado si le hubieras tratado bien.	He would've helped us if you had treated him well.
¿Cómo te sentirías tú si te dijeran eso?	How would you feel if they told you that?
Tengo que coger un vuelo mañana.	I have to catch a plane tomorrow.
Odio volar.	I hate flying.
Pero los aviones son muy seguros.	But planes are very safe.
¿Cuál es el momento más peligroso de un vuelo?	What's the most dangerous moment of a flight?
El viaje de tu casa al aeropuerto.	The trip from your house to the airport.
Ha habido un cambio en el programa.	There's been a schedule change.
Si lo aflojaras, podrías sacarlo.	If you loosened it, you could take it out.
No puedo respirar con tanto humo.	I can't breathe with so much smoke.
Te vamos a usar como conejillo de Indias.	We're going to use you as a guinea pig.
